isbn;title;pages;category;author;publisher
0590448595;"Karen'S School Trip";112;Influenza;ann m. martin;Scholastic Paperbacks (Mm)
0836217012;Cows Of Our Planet;112;Humor;gary larson;Andrews Mcmeel Publishing
0590568906;Chicken Chicken;112;Juvenile Fiction;r. l. stine;Apple (Scholastic)
0836218655;Wiener Dog Art;112;Humor;gary larson;Andrews Mcmeel Publishing
0689818769;Frindle;112;Juvenile Fiction;andrew clements;Aladdin
0786866020;Fish!;112;Economics;stephen c. lundin;Hyperion
0786866020;Fish!;112;Business;stephen c. lundin;Hyperion
0380690543;The Celery Stalks At Midnight;111;Animals;james howe;Avon Books
0802131867;The Subterraneans;111;Fiction;roy kuhlman;Grove Press
0767409752;"A Guided Tour Of René Descartes' Meditations On First Philosophy";110;Philosophy;ronald rubin;Mcgraw-Hill Humanities/Social Sciences/Languages
0872206114;Three Philosophical Dialogues;110;Philosophy;thomas williams;Hackett Publishing Company
0816611734;The Postmodern Condition;110;Philosophy;jean-françois lyotard;University Of Minnesota Press
0486270718;The Invisible Man;110;Fiction;h. g. wells;Dover Publications
1887128255;The Haiku Year;110;American Poetry;tom gilroy;Soft Skull Press, Inc.
096291620X;Getting In Touch With Your Inner Bitch;109;Humor;elizabeth hilts;Sourcebooks
0879759402;Why I Am An Agnostic And Other Essays;109;Philosophy;clarence darrow;Prometheus Books
0399512985;The Way Of Life According To Laotzu;109;Philosophy;lao-tzu;Perigee Books
1862044201;The Most Important Lessons In Life;109;Philosophy;rachel chandler;Element Books Ltd
0931432782;Native American Wisdom;109;Philosophy;louise mengelkoch;New World Library
1567920845;"The Philosopher'S Diet";109;Philosophy;richard a. watson;David R. Godine Publisher
0553279726;The Greatest Miracle In The World;108;Religion;og mandino;Bantam Books
0674576330;Minds, Brains, And Science;107;Philosophy;willis s and marion slusser professor of philosophy john r searle;Harvard University Press
0590442597;"Karen'S Roller Skates";107;Accidents;ann m. martin;Scholastic
0689859368;The Field Guide;107;Juvenile Fiction;tony diterlizzi;"Simon  Schuster Children'S Publishing"
0689859368;The Field Guide;107;Juvenile Fiction;holly black;"Simon  Schuster Children'S Publishing"
1400060265;Honku;107;Humor;aaron naparstek;Villard
067972205X;The Story Of A Shipwrecked Sailor;106;Autobiography;gabriel garcía márquez;Vintage
067972205X;The Story Of A Shipwrecked Sailor;106;Biography;gabriel garcía márquez;Vintage
0002251760;The Forgetting Room;105;Fiction;nick bantock;Harpercollins
0750916338;Enid Blyton;105;Autobiography;george greenfield;Sutton Publishing
0750916338;Enid Blyton;105;Biography;george greenfield;Sutton Publishing
0439098645;Aquamarine;105;Juvenile Fiction;alice hoffman;Scholastic
0192839535;Phaedo;105;Philosophy;plato;Oxford University Press
0156835800;Socrates, Buddha, Confucius, Jesus;104;Philosophy;karl jaspers;Harvest Books
0836220498;Night Of The Crash-Test Dummies;104;Humor;gary larson;Andrews Mcmeel Publishing
0836220730;It Came From The Far Side;104;Humor;gary larson;Andrews Mcmeel Publishing
0836220609;In Search Of The Far Side;104;Humor;gary larson;Andrews Mcmeel Publishing
0836220668;Bride Of The Far Side ®;104;Humor;gary larson;Andrews Mcmeel Publishing
0836220986;The Far Side Observer;104;Humor;gary larson;Andrews Mcmeel Publishing
0836220870;Hound Of The Far Side;104;Humor;gary larson;Andrews Mcmeel Publishing
0836211499;Beyond The Far Side;104;Humor;gary larson;Andrews Mcmeel Publishing
0740704818;The Blue Day Book;104;Self-Help;bradley trevor greive;Andrews Mcmeel Publishing
0836212002;The Far Side;104;Humor;gary larson;Andrews Mcmeel Publishing
0590442643;"Karen'S Kittycat Club";102;Braille Books;ann m. martin;Scholastic
0195052161;What Does It All Mean?;101;Philosophy;thomas nagel;Oxford University Press
2743603135;Croire En Quoi ?;101;Philosophy And Religion;carlo maria martini;Rivages
3250600555;Monsieur Ibrahim Und Die Blumen Des Koran;100;Arabs;eric-emmanuel schmitt;Ammann
3250600555;Monsieur Ibrahim Und Die Blumen Des Koran;100;Arabs;annette bäcker;Ammann
0064401774;More Scary Stories To Tell In The Dark;100;Juvenile Fiction;alvin schwartz;Harpertrophy
0590442996;"Karen'S Worst Day";100;American Fiction;ann m. martin;Scholastic
0140177361;The Red Pony;100;Fiction;john steinbeck;Penguin Books
2226135022;Oscar Et La Dame Rose;99;Fiction;éric-emmanuel schmitt;Albin Michel
087220460X;Dialogue On Good, Evil, And The Existence Of God;98;Philosophy;john perry;Hackett Publishing Company
0913546836;Hidden Mind Of Freedom;98;Philosophy;tarthang tulku;Dharma Publishing
0590448250;"Karen'S Cartwheel";98;Gymnastics;ann m. martin;Scholastic
0590436414;"Karen'S Good-Bye";98;Friendship;ann m. martin;Scholastic
0440228433;One Thousand Paper Cranes;97;Juvenile Nonfiction;takayuki ishii;Laurel-Leaf Books
0486277828;Bhagavadgita;97;Poetry;sir edwin arnold;Dover Publications
0929634063;50 Simple Things You Can Do To Save The Earth;96;Conservation Of Natural Resources;earth works group (u.s.);Pub Group West
0806509023;Existentialism And Human Emotions;96;Philosophy;jean-paul sartre;Citadel Trade
0060390778;Prisons We Choose To Live Inside;96;Philosophy;doris lessing;Perennial
0740714465;Open Your Mind, Open Your Life;96;Philosophy;taro gold;Andrews Mcmeel Publishing
0416196772;"Eeyore'S Little Book Of Gloom";96;Philosophy;ernest howard shepard;Routledge
0590438689;The Haunting Of Grade Three;96;Juvenile Fiction;grace maccarone;Scholastic
0226672905;Science, Faith, And Society;96;Philosophy;michael polanyi;University Of Chicago Press
0345341961;Getting Through The Night;96;Philosophy;eugenia price;Ballantine Books
0609600745;The Art Of Doing Nothing;96;Relaxation;véronique vienne;Clarkson N Potter Publishers
0836221311;Last Chapter And Worse;96;Humor;gary larson;Andrews Mcmeel Publishing
0399144463;Who Moved My Cheese?;96;Economics;spencer johnson;Putnam Pub Group (Paper)
0399144463;Who Moved My Cheese?;96;Business;spencer johnson;Putnam Pub Group (Paper)
0743222229;George W. Bushisms;96;Humor;jacob weisberg;Fireside
0590411829;101 School Jokes;96;Humor;lisa eisenberg;Scholastic
0590448315;"Karen'S Pen Pal";96;Friendship;ann m. martin;Scholastic
067940676X;French For Cats;96;Humor;henri de la barbe;Villard Books
0898156122;Why Cats Paint;96;Art;heather busch;Ten Speed Press
0898156122;Why Cats Paint;96;Art;burton silver;Ten Speed Press
0380710870;Muggie Maggie;96;Juvenile Fiction;beverly cleary;Harpertrophy
0425133656;Deep Thoughts;96;Humor;jack handey;Berkley Publishing Group
0596002963;Html Pocket Reference;95;Computers;jennifer niederst robbins;"O'Reilly"
0596002963;Html Pocket Reference;95;Computers;jennifer niederst;"O'Reilly"
0590448323;"Karen'S Doll";95;Dolls;ann m. martin;Scholastic
0894808249;All I Need To Know I Learned From My Cat;94;Humor;suzy becker;Workman Publishing
0140622454;A Woman Of No Importance;94;Literary Collections;oscar wilde;Penguin Books Ltd
3492229417;Der Träumende Delphin;94;"Children'S Stories";sergio bambaren;Piper
081299180X;Arguing A.I.;94;Computers;sam williams;Atrandom
1565920414;Smileys;93;Computers;dale dougherty;"O'Reilly"
0590440616;"Werewolves Don'T Go To Summer Camp";92;Juvenile Fiction;debbie dadey;Scholastic
0590440616;"Werewolves Don'T Go To Summer Camp";92;Juvenile Fiction;marcia thornton jones;Scholastic
0836214439;"Dave Barry'S Book Of Bad Songs";92;Humor;dave barry;Andrews Mcmeel Pub
157866005X;"Cats' Letters To Santa";92;Pets;bill adler;Galahad
0486277984;Symposium And Phaedrus;92;Philosophy;plato;Dover Publications
0451190521;The Mouse On The Mile;92;Fiction;stephen king;Signet Book
1570629641;The Art Of Peace;92;Philosophy;morihei ueshiba;Shambhala
155615660X;Inside The Windows Nt File System;91;Computers;helen custer;Microsoft Pr
048627053X;Notes From The Underground;91;Fiction;fyodor dostoyevsky;Dover Publications
0451190556;The Bad Death Of Eduard Delacroix;90;Fiction;stephen king;Signet Book
0811207773;The Wisdom Of The Taoists;90;Philosophy;david howard smith;New Directions Publishing Corporation
1565924983;Tcl/Tk Pocket Reference;90;Computers;paul raines;"O'Reilly"
0140328726;Fantastic Mr. Fox;90;Blind;roald dahl;Puffin Books
0590436465;"Karen'S New Year";90;Christmas Stories;ann m. martin;Scholastic
0451190548;"Coffey'S Hands";90;Fiction;stephen king;Signet Book
0440466334;On My Honor;90;Fiction;marion dane bauer;Yearling Books
0415028256;Tractatus Logico-Philosophicus;89;Analysis (Philosophy);ludwig wittgenstein;Routledge
0446523232;Kids Are Punny;89;Humor;"rosie o'donnell";Warner Books
0375713751;Missing May;89;Aunts;cynthia rylant;Knopf
015694877X;The Waste Land, And Other Poems;88;Poetry;thomas stearns eliot;Harvest Books
044651652X;The Bridges Of Madison County;88;Fiction;robert james waller;Warner Books
048629109X;Selected Essays;88;Philosophy;michel de montaigne;Dover Publications
0671517635;Gumpisms;88;Fiction;winston groom;Pocket Books
0439104645;I Choose You!;87;Juvenile Fiction;tracey west;Scholastic
1559391030;The Practice Of Vajrakilaya;86;Philosophy;rinpoche khenpo namdrol;Snow Lion Publications
0394890485;"My Father'S Dragon";86;Juvenile Fiction;ruth stiles gannett;"Random House Children'S Books"
0449227863;Ashes To Ashes;86;Fiction;john saul;Fawcett Books
002367170X;Meditations On First Philosophy;85;Philosophy;rené descartes;Prentice Hall
0439104661;Island Of The Giant Pokémon;85;Juvenile Fiction;tracey west;Scholastic
0345422783;How Reading Changed My Life;84;Autobiography;anna quindlen;Ballantine Books
0345422783;How Reading Changed My Life;84;Biography;anna quindlen;Ballantine Books
0345422805;Team Rodent;83;Economics;carl hiaasen;Ballantine Books
0345422805;Team Rodent;83;Business;carl hiaasen;Ballantine Books
0449227812;An Eye For An Eye;82;Fiction;john saul;Fawcett Books
0140190430;On Having No Head;81;Philosophy;d. e. harding;Penguin Usa
0525453660;"Pooh'S Little Instruction Book";80;Philosophy;joan powers;Dutton Books
067121148X;"Uncle Shelby'S Abz Book";80;Education;shel silverstein;Fireside
1560974273;Ghost World;80;Graphic Novels;daniel clowes;Fantagraphics Books
1560974273;Ghost World;80;Comics;daniel clowes;Fantagraphics Books
0872200760;Symposium;80;Philosophy;plato;Hackett Pub Co Inc
059043411X;"Vampires Don'T Wear Polka Dots";78;Juvenile Fiction;debbie dadey;Scholastic
059043411X;"Vampires Don'T Wear Polka Dots";78;Juvenile Fiction;marcia thornton jones;Scholastic
0486284727;The Time Machine;76;Fiction;h. g. wells;Dover Publications
0486200701;The Book Of Tea;76;Philosophy;kakuzo okakura;Dover Publications
0915145618;Five Sermons, Preached At The Rolls Chapel And A Dissertation Upon The Nature Of Virtue;75;Philosophy;joseph butler;Hackett Pub Co Inc
0590460463;Night Frights;75;"Children'S Stories";judith bauer stamper;Scholastic Paperbacks (Mm)
0929264576;You Might Be A Redneck If--;74;Humor;jeff foxworthy;Longstreet Press
0689714335;The Cat Who Went To Heaven;74;Juvenile Fiction;elizabeth coatsworth;Aladdin
0044409494;"Hollywoodn'T";74;Social Science;laurence jaugey-paget;Harpersanfrancisco
0872202003;The Journey Of The Mind To God;73;Philosophy;saint bonaventure (cardinal);Hackett Publishing Company
0023237309;Nietzsche;73;Philosophy;adrian collins;Prentice Hall
091514560X;A Letter Concerning Toleration;72;Philosophy;john locke;Hackett Publishing Company
091514560X;A Letter Concerning Toleration;72;Philosophy;james tully;Hackett Publishing Company
1558538445;I Hope You Dance;72;Self-Help;tia sillers;Rutledge Hill Press
0486270629;"A Doll'S House";72;Social Science;henrik ibsen;Dover Publications
0789455315;Multimedia;72;Computers;alex may;Dorling Kindersley Publishing
0590448226;"Leprechauns Don'T Play Basketball";71;Juvenile Fiction;debbie dadey;Scholastic
0590448226;"Leprechauns Don'T Play Basketball";71;Juvenile Fiction;marcia thornton jones;Scholastic
0439135508;Attack Of The Prehistoric Pokémon;71;Juvenile Fiction;tracey west;Scholastic
0534252265;On Krishnamurti;71;Philosophy;raymond martin;Wadsworth Publishing
002322410X;Euthyphro   Apology   Crito   Phaedo, The Death Scene;70;Philosophy;plato;Prentice Hall
0590226371;"Elves Don'T Wear Hard Hats";70;Juvenile Fiction;debbie dadey;Scholastic
0590226371;"Elves Don'T Wear Hard Hats";70;Juvenile Fiction;marcia thornton jones;Scholastic
0486280551;Goblin Market And Other Poems;68;Poetry;christina georgina rossetti;Dover Publications
1562470043;Meet Felicity;68;Juvenile Fiction;valerie tripp;Pleasant Company Publications
1871438225;Remembering Aleister Crowley;66;Philosophy;kenneth grant;Skoob Books
1565924975;Vi Editor Pocket Reference;66;Computers;arnold robbins;"O'Reilly"
0486268713;Lyric Poems;66;Poetry;john keats;Dover Publications
0486424634;Books And Reading;65;Literary Criticism;bill bradfield;Dover Publications
0060571314;The Princess Diaries, Volume Iv And A Half: Project Princess;64;Juvenile Fiction;meg cabot;Harpertrophy
0064430227;Harold And The Purple Crayon 50Th Anniversary Edition;64;Juvenile Fiction;crockett johnson;Harpertrophy
0872205541;The Trial And Death Of Socrates (Third Edition);64;Philosophy;plato;Hackett Pub Co Inc
0399142282;How To Raise And Train A Dalmatian;64;Dalmatian Dog;arthur liebers;Putnam Publishing Group
0849916836;He Did This Just For You;64;Religion;max lucado;W Publishing Group
0064440028;Danny And The Dinosaur;64;Juvenile Fiction;syd hoff;Harpertrophy
0821221817;The National Parks;64;Photography;ansel adams;Bulfinch
0394800206;Go, Dog. Go!;64;Juvenile Fiction;philip d. eastman;"Random House Children'S Books"
0064440044;Little Bear;64;Juvenile Fiction;else holmelund minarik;Harpertrophy
1885203543;The Wisdom Of The Pagan Philosophers;61;Philosophy;timothy freke;Journey Editions (Vt)
1885203578;The Wisdom Of The Sufi Sages;61;Philosophy;timothy freke;Journey Editions (Vt)
0965834581;Candles For Elizabeth;61;Fiction;caitlín r. kiernan;Meisha Merlin Pub
039480001X;The Cat In The Hat;61;Juvenile Fiction;theodor seuss geisel;Random House Books For Young Readers
039480001X;The Cat In The Hat;61;Juvenile Fiction;seuss dr;Random House Books For Young Readers
0156332256;Four Quartets;59;Poetry;thomas stearns eliot;Harvest Books
1873176422;Immediatism;59;Philosophy;hakim bey;Ak Press
0872204227;Discourse On Method (Third Edition);58;Philosophy;rené descartes;Hackett Publishing Company
0872204227;Discourse On Method (Third Edition);58;Philosophy;donald a. cress;Hackett Publishing Company
059047071X;"Frankenstein Doesn'T Plant Petunias";57;Juvenile Fiction;debbie dadey;Scholastic
059047071X;"Frankenstein Doesn'T Plant Petunias";57;Juvenile Fiction;marcia thornton jones;Scholastic
0872860175;Howl And Other Poems;57;Poetry;allen ginsberg;City Lights Publishers
0915144530;A Dialogue On Personal Identity And Immortality;56;Philosophy;john perry;Hackett Publishing Company
0151686564;"Old Possum'S Book Of Practical Cats";56;Juvenile Nonfiction;thomas stearns eliot;Harcourt
0486433595;Enchiridion;56;Philosophy;epictetus;Dover Publications
0811831620;The Gryphon;56;Fiction;nick bantock;Chronicle Books
0486266885;The Strange Case Of Dr. Jekyll And Mr. Hyde;54;Fiction;robert louis stevenson;Dover Publications
0486268772;Oedipus Rex;54;Drama;sophocles;Dover Publications
0486270513;Songs Of Innocence   And, Songs Of Experience;52;Poetry;william blake;Dover Publications
2226062548;Paroles Indiennes;52;Indian Philosophy;michel piquemal;Albin Michel
0486266850;The Raven And Other Favorite Poems;50;Poetry;edgar allan poe;Dover Publications
0375504613;A Short Guide To A Happy Life;50;Self-Help;anna quindlen;Random House
0486275507;The Road Not Taken, And Other Poems;49;Poetry;robert frost;Dover Publications
0590446894;The Magic School Bus In The Time Of The Dinosaurs;48;Juvenile Nonfiction;joanna cole;Scholastic
0877017883;Griffin And Sabine;48;Fiction;nick bantock;Chronicle Books
0811801802;"Sabine'S Notebook";48;Fiction;nick bantock;Chronicle Books
0811802981;The Golden Mean;48;Fiction;nick bantock;Chronicle Books
0440428130;Freckle Juice;47;Juvenile Fiction;judy blume;Yearling
0590414291;The Magic School Bus Lost In The Solar System;40;Juvenile Nonfiction;joanna cole;Scholastic
0590407600;Día En Que Tú Naciste;40;Juvenile Nonfiction;joanna cole;Scholastic
0590414275;The Magic School Bus;40;Juvenile Nonfiction;joanna cole;Scholastic
0590403605;The Magic School Bus At The Waterworks;39;Juvenile Nonfiction;joanna cole;Scholastic
0590428330;Catwings;39;Blind;ursula k. le guin;Scholastic
0062511904;"I Can'T Accept Not Trying";36;Philosophy;mark vancil;Harpercollins
1931543380;Knitting Journal;36;Hobbies;char loving;Sixthspring Books
1931543380;Knitting Journal;36;Crafts;char loving;Sixthspring Books
0915145693;The Handbook (The Encheiridion);35;Philosophy;epictetus;Hackett Pub Co Inc
0440414857;The Ink Drinker;35;Juvenile Fiction;eric sanvoisin;Yearling Books
039480967X;Bears On Wheels;35;Juvenile Fiction;jan berenstain;Random House Books For Young Readers
0694003611;Goodnight Moon Board Book 60Th Anniversary Edition;34;Juvenile Fiction;margaret wise brown;Harperfestival
0590484125;"Scholastic'S The Magic School Bus In The Haunted Museum";32;Juvenile Fiction;linda beech;Scholastic
0590484125;"Scholastic'S The Magic School Bus In The Haunted Museum";32;Juvenile Fiction;joanna cole;Scholastic
0590400258;"Scholastic'S The Magic School Bus Inside Ralphie";32;Juvenile Nonfiction;joanna cole;Scholastic
0590400258;"Scholastic'S The Magic School Bus Inside Ralphie";32;Juvenile Nonfiction;beth nadler;Scholastic
